Headlines,Time,Description
Jim Cramer: 'Your portfolio should have as little exposure to China as possible'," 7:01  PM ET Mon, 20 May 2019","""As long as President [Donald] Trump believes that the Chinese are the ones who pay the price, he's going to keep taking a hard-line approach to these negotiations,"" Cramer said."
Cramer Remix: InterActiveCorp is inexpensive here and is a buy right here," 1:07  AM ET Sat, 18 May 2019",Jim Cramer says he doesn't understand why IAC is trading at current levels after reporting an amazing quarter.
"Cramer's lightning round: Arena Pharmaceuticals, Yext, IAC, and more"," 7:08  PM ET Fri, 17 May 2019",Jim Cramer takes calls and delivers answers to caller stock picks in the latest lightning round.
Pinterest CEO after earnings report tumble: We're in the growth phase of our business," 6:39  PM ET Fri, 17 May 2019","""We're trying to be transparent and ... we want to focus on the long term,"" CEO Ben Silbermann says."
Cramer's week ahead: A slate of retail earnings reports could shed light on the China trade impact," 8:43  PM ET Fri, 17 May 2019","""This is the week when most retailers report, so we will be listening closely to what they say about the trade war,"" Jim Cramer says."
"Nvidia CEO doesn't expect China to block $7 billion takeover of Mellanox, despite trade tensions"," 3:25  PM ET Sun, 19 May 2019",Nvidia CEO Jensen Huang tells Jim Cramer why the chipmaker won't be impacted by tariffs on Chinese imports.
Two charts suggest the stock market may repeat the 'sins' of 2018," 8:32  AM ET Fri, 17 May 2019","Markets have seen a reprieve from selling in recent days, but NorthmanTrader founder Sven Henrich says the underlying technicals tell a different story."
Cramer Remix: Investors should take cannabis hype with a grain of salt," 8:08  PM ET Thu, 16 May 2019","Jim Cramer explains that, while he's a believer in the cannabis business, conviction should be tempered with discipline."
Cramer's lighting round: I like Carvana — 'I'm a millennial wannabe'," 7:24  PM ET Thu, 16 May 2019",Jim Cramer hears from callers and gives his thoughts on their stock picks of the day.
Seven comeback stocks that investors could pounce on: Cramer," 7:41  PM ET Thu, 16 May 2019",Jim Cramer identifies seven stocks that have lagged the broader market and are starting to catch steam.
SoFi CEO reveals what he learned about millennial stock investing habits," 6:55  PM ET Thu, 16 May 2019","Early investors are showing ""that they don't want to put a lot of money at risk,"" SoFi CEO Anthony Soto says."
Cramer: Trump no longer cares if his China policies hurt American businesses,"12:42  AM ET Fri, 17 May 2019","The executive action against Chinese telecommunications giant Huawei ""was a major escalation from the White House,"" Jim Cramer says."
,,
Cramer Remix: Here are the go-to names in an economic slowdown," 8:19  PM ET Wed, 15 May 2019","Jim Cramer says the ""Cloud Kings"" are a great secular trend to invest in during times of economic uncertainty."
"People should be able to get health care without going bankrupt, GoodRx co-CEO says"," 7:02  PM ET Wed, 15 May 2019","Most Americans could go bankrupt if their health insurance won't cover high pharmaceutical prices, co-CEO Doug Hirsch says."
"Roku CEO: Media companies are partnering with us, not destroying us"," 4:00  PM ET Thu, 16 May 2019","""We can really help those companies build scale if they want to use some of the marketing techniques we have on our platform,"" CEO Anthony Wood says."
Cramer: Wednesday's 'crazy session' is a perfect example of the market's new normal,"11:15  AM ET Thu, 16 May 2019","""Turns out we can get good news, too, and some days like today the stock market actually makes sense,"" Jim Cramer says."
"Cramer Remix: Tariffs could hurt earnings, but for some CEOs, it's worth it"," 7:24  PM ET Tue, 14 May 2019",Jim Cramer reveals how some CEOs are willing to take the tariff pain because they're fed up with China's trade practices.
Cramer's lightning round: We're late to the Qualcomm party — Not here," 6:56  PM ET Tue, 14 May 2019","It's that time again! ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed."
,,
Adobe CEO: We're 'optimistic' about our prospects in the wake of tariffs," 6:52  PM ET Tue, 14 May 2019","""Our exposure to China in both [creative and enterprise] is fairly minimal,"" CEO Shantanu Narayen says."
"Tuesday saw a 'genuine rally, and that is a bullish sign,' Jim Cramer says"," 6:50  PM ET Tue, 14 May 2019","The stock market saw a broader rally than expected, and that's good news, the ""Mad Money"" host says."
Cramer Remix: What's behind today's huge sell-off,"12:05  PM ET Tue, 14 May 2019",Jim Cramer reveals that the coupling of an escalating trade war with China and Uber's IPO fiasco led to the market's dip.
"Cramer's lightning round: Fox is a 'good stock,' but I prefer Disney","11:30  AM ET Tue, 14 May 2019","It's that time again! ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed."
Twitter CFO: Trade tensions won't ding our digital advertising business in China," 7:31  PM ET Mon, 13 May 2019","""That's been a great business for us,"" Twitter CFO Ned Segal says."
Williams-Sonoma CEO: We saw China tariff hikes coming and hired more US workers," 7:47  AM ET Tue, 14 May 2019","""I think that you're better off preparing for the worst,"" Laura Alber said in a one-on-one interview with ""Mad Money's"" Jim Cramer Monday."
Get ready to pull the trigger on these stocks — 'We're almost in oversold territory': Cramer," 7:36  PM ET Mon, 13 May 2019","The best picks may be in the managed care, insurance and telecommunication spaces."
Cramer Remix: The Chinese government has a weak hand when it comes to trade," 7:46  PM ET Fri, 10 May 2019",Jim Cramer explains why the Chinese have more to lose than we do when it comes to the trade debate.
Cramer: These stocks were 'far more ready' for Trump's tariff hikes than investors realized," 6:34  PM ET Fri, 10 May 2019","""They've made a lot of the necessary adjustments,"" Jim Cramer says."
Cramer adds 3 stock picks to his long-term 5G play," 7:32  PM ET Fri, 10 May 2019","Investors should fall back on their favorite long-term themes in a confusing market. The 5G buildout is one of the best, Jim Cramer says."
"Cramer's week ahead: The market can go higher with Uber's IPO, tariffs behind us"," 7:27  PM ET Fri, 10 May 2019","""We made it through hell week ... We can finally start talking about earnings and interest rates again,"" Jim Cramer says."
Should you really do nothing amid market volatility? It depends on whether you're 27 or 63,"11:05  AM ET Fri, 10 May 2019","As the longest bull market in history wanes, it can be helpful to turn your attention to your own timeline."
Cramer Remix: Charts suggest the market could soon get a deep correction," 4:45  PM ET Fri, 10 May 2019",Jim Cramer takes a look at the warning signals one analyst points out in the charts to find out what could lie ahead in this market.
Cramer's lightning round: Zebra Technologies is a kind of fast grower we like," 8:45  PM ET Thu,  9 May 2019","It's that time again! ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed."
,,
Etsy CEO shrugs off 'rocky' start to Q1: 'We feel really good'," 2:59  PM ET Fri, 10 May 2019",Etsy CEO Josh Silverman tells Jim Cramer he is optimistic about the rest of the year and explains the e-commerce platform's plan to reduce carbon emissions.
"Cramer: How Trump's 'surreal, fanciful vision' can force China to a trade agreement"," 6:57  PM ET Thu,  9 May 2019","Trump can attempt to mitigate the damage by floating some good news about trade discussions as he did Thursday, Cramer says."
'Hell week' is almost over for the markets — Cramer reviews the winners," 6:56  PM ET Thu,  9 May 2019","""When a sell-off goes into its third day, the buyers just stand there and absorb the market's body blows. And then stocks start rallying like nobody's business,"" Jim Cramer says."
Cramer Remix: LendingTree could get a boost from lower interest rates," 7:53  PM ET Wed,  8 May 2019",Jim Cramer explains how LendingTree has overcome the short sellers and can succeed with lower interest rates.
Nestle CEO: We have a lot to show in the vegan burger market,"11:25  AM ET Mon, 13 May 2019",Nestle CEO Mark Schneider explains the company's plans to roll out plant-based food in Europe and the United States.
Cramer's lightning round: I have no energy for these energy companies," 8:00  PM ET Wed,  8 May 2019",Jim Cramer takes calls and delivers answers to viewers' favorite stock picks of the day in rapid speed.
,,
Under Armour CEO says the company is ready to 'reset ourselves' in North America," 7:28  PM ET Wed,  8 May 2019","Under Armour CEO Kevin Plank breaks down how the sports apparel manufacturer is positioning itself for sustainable, long-term growth."
"Cramer: Markets could roar after we get past Friday's Uber, tariff gauntlet"," 7:26  PM ET Wed,  8 May 2019","Even if the Uber IPO gets botched and the world's largest economies do not come to a trade truce on Friday, the market will remain in decent shape at the end of the week, Cramer said."
These 6 stocks could make or break the S&P 500's run,"12:28  PM ET Wed,  8 May 2019","The index's next move could depend on Microsoft, Amazon, Apple, Alphabet, Facebook and Berkshire Hathaway, chart master Carter Worth says."
"Cramer Remix: There aren't enough safety zones in this market, so don't buy into the weakness","11:04  AM ET Wed,  8 May 2019",Jim Cramer warns that there may be more panic – and selling – ahead as fears over U.S.-China trade relations are reignited.
Cramer's lightning round: Don't shift positions on Starbucks. They're in fine shape," 8:17  PM ET Tue,  7 May 2019",Jim Cramer zips through his responses to callers' stock picks of the day.
Cramer: Uber's fundamentals aren't great — I wouldn't buy Friday's open," 9:13  PM ET Tue,  7 May 2019","""When you look at the fundamentals, which no one is doing … there's just not much here worth getting excited about,"" Jim Cramer says."
Cramer: Uber's IPO and tariffs could be the 'one-two punch' that tanks the markets Friday," 8:04  PM ET Tue,  7 May 2019","""Even after today's huge losses, I am still concerned about what could happen on Friday,"" Jim Cramer says."
Cramer Remix: China needs us more than we need China," 8:28  PM ET Mon,  6 May 2019","Jim Cramer explains how the United States has the upper hand in trade negotiations with our stronger, cash fueled economy."
Cramer's lightning round: FedEx got hurt by China — Buy some in 3 days," 6:51  PM ET Mon,  6 May 2019",Jim Cramer takes calls and delivers his assessment of viewers stock picks in rapid speed.
Jim Cramer swaps Twilio for Red Hat in his 'cloud kings' group of hot tech stocks," 7:36  PM ET Mon,  6 May 2019","""I'm not going to tell you that it's cheap, but I'd much rather own Twilio than these shiny new objects,"" Cramer said."
Ford's rebound is just getting started — here's why it's the only auto Cramer endorses," 7:35  PM ET Mon,  6 May 2019","""Ford no longer wants to make cars everywhere, no matter what the cost. It doesn't want a one-car-fits-all worldwide strategy,"" Jim Cram says."
